date,close,series
1971-12-30,112.97,NASDAQCOM
1971-12-31,114.12,NASDAQCOM
1972-01-03,113.65,NASDAQCOM
1972-01-04,113.93,NASDAQCOM
1972-01-05,114.83,NASDAQCOM
1972-01-06,115.72,NASDAQCOM
1972-01-07,116.05,NASDAQCOM
1972-01-10,116.1,NASDAQCOM
1972-01-11,116.64,NASDAQCOM
1972-01-12,116.9,NASDAQCOM
1972-01-13,116.42,NASDAQCOM
1972-01-14,116.74,NASDAQCOM
1972-01-17,116.93,NASDAQCOM
1972-01-18,117.66,NASDAQCOM
1972-01-19,117.45,NASDAQCOM
1972-01-20,117.32,NASDAQCOM
1972-01-21,117.21,NASDAQCOM
1972-01-24,116.49,NASDAQCOM
1972-01-25,116.3,NASDAQCOM
1972-01-26,116.39,NASDAQCOM
1972-01-27,117.37,NASDAQCOM
1972-01-28,118.44,NASDAQCOM
1972-01-31,118.87,NASDAQCOM
1972-02-01,119.58,NASDAQCOM
1972-02-02,120.47,NASDAQCOM
1972-02-03,120.66,NASDAQCOM
1972-02-04,121.24,NASDAQCOM
1972-02-07,121.14,NASDAQCOM
1972-02-08,121.35,NASDAQCOM
1972-02-09,122.16,NASDAQCOM
1972-02-10,122.71,NASDAQCOM
1972-02-11,122.86,NASDAQCOM
1972-02-14,122.26,NASDAQCOM
1972-02-15,122.61,NASDAQCOM
1972-02-16,123.35,NASDAQCOM
1972-02-17,123.44,NASDAQCOM
1972-02-18,123.4,NASDAQCOM
1972-02-21,,NASDAQCOM
1972-02-22,123.3,NASDAQCOM
1972-02-23,123.61,NASDAQCOM
1972-02-24,124.0,NASDAQCOM
1972-02-25,124.83,NASDAQCOM
1972-02-28,124.94,NASDAQCOM
1972-02-29,125.38,NASDAQCOM
1972-03-01,126.29,NASDAQCOM
1972-03-02,126.58,NASDAQCOM
1972-03-03,127.19,NASDAQCOM
1972-03-06,127.88,NASDAQCOM
1972-03-07,127.83,NASDAQCOM
1972-03-08,128.4,NASDAQCOM
1972-03-09,128.85,NASDAQCOM
1972-03-10,128.55,NASDAQCOM
1972-03-13,127.34,NASDAQCOM
1972-03-14,127.73,NASDAQCOM
1972-03-15,128.14,NASDAQCOM
1972-03-16,127.77,NASDAQCOM
1972-03-17,128.01,NASDAQCOM
1972-03-20,127.53,NASDAQCOM
1972-03-21,125.73,NASDAQCOM
1972-03-22,126.36,NASDAQCOM
1972-03-23,127.38,NASDAQCOM
1972-03-24,127.55,NASDAQCOM
1972-03-27,127.56,NASDAQCOM
1972-03-28,127.72,NASDAQCOM
1972-03-29,127.53,NASDAQCOM
1972-03-30,128.14,NASDAQCOM
1972-03-31,,NASDAQCOM
1972-04-03,128.06,NASDAQCOM
1972-04-04,128.78,NASDAQCOM
1972-04-05,130.0,NASDAQCOM
1972-04-06,130.92,NASDAQCOM
1972-04-07,131.8,NASDAQCOM
1972-04-10,131.76,NASDAQCOM
1972-04-11,132.47,NASDAQCOM
1972-04-12,133.17,NASDAQCOM
1972-04-13,133.06,NASDAQCOM
1972-04-14,133.88,NASDAQCOM
1972-04-17,133.74,NASDAQCOM
1972-04-18,134.1,NASDAQCOM
1972-04-19,132.68,NASDAQCOM
1972-04-20,132.86,NASDAQCOM
1972-04-21,133.01,NASDAQCOM
1972-04-24,131.9,NASDAQCOM
1972-04-25,130.84,NASDAQCOM
1972-04-26,130.92,NASDAQCOM
1972-04-27,131.01,NASDAQCOM
1972-04-28,131.33,NASDAQCOM
1972-05-01,130.16,NASDAQCOM
1972-05-02,129.34,NASDAQCOM
1972-05-03,128.77,NASDAQCOM
1972-05-04,128.92,NASDAQCOM
1972-05-05,129.43,NASDAQCOM
1972-05-08,128.62,NASDAQCOM
1972-05-09,125.78,NASDAQCOM
1972-05-10,126.77,NASDAQCOM
1972-05-11,127.95,NASDAQCOM
1972-05-12,129.44,NASDAQCOM
1972-05-15,130.34,NASDAQCOM
1972-05-16,130.36,NASDAQCOM
1972-05-17,129.76,NASDAQCOM
1972-05-18,130.82,NASDAQCOM
1972-05-19,132.16,NASDAQCOM
1972-05-22,132.38,NASDAQCOM
1972-05-23,132.72,NASDAQCOM
1972-05-24,133.47,NASDAQCOM
1972-05-25,133.8,NASDAQCOM
1972-05-26,133.95,NASDAQCOM
1972-05-29,,NASDAQCOM
1972-05-30,133.45,NASDAQCOM
1972-05-31,132.53,NASDAQCOM
1972-06-01,133.13,NASDAQCOM
1972-06-02,133.52,NASDAQCOM
1972-06-05,132.74,NASDAQCOM
1972-06-06,132.0,NASDAQCOM
1972-06-07,131.0,NASDAQCOM
1972-06-08,131.07,NASDAQCOM
1972-06-09,130.57,NASDAQCOM
1972-06-12,130.38,NASDAQCOM
1972-06-13,130.78,NASDAQCOM
1972-06-14,131.45,NASDAQCOM
1972-06-15,131.29,NASDAQCOM
1972-06-16,131.28,NASDAQCOM
1972-06-19,130.76,NASDAQCOM
1972-06-20,131.07,NASDAQCOM
1972-06-21,131.38,NASDAQCOM
1972-06-22,130.79,NASDAQCOM
1972-06-23,130.22,NASDAQCOM
1972-06-26,129.31,NASDAQCOM
1972-06-27,129.79,NASDAQCOM
1972-06-28,129.58,NASDAQCOM
1972-06-29,129.35,NASDAQCOM
1972-06-30,130.08,NASDAQCOM
1972-07-03,130.59,NASDAQCOM
1972-07-04,,NASDAQCOM
1972-07-05,131.28,NASDAQCOM
1972-07-06,131.86,NASDAQCOM
1972-07-07,131.5,NASDAQCOM
1972-07-10,130.85,NASDAQCOM
1972-07-11,130.47,NASDAQCOM
1972-07-12,130.11,NASDAQCOM
1972-07-13,129.03,NASDAQCOM
1972-07-14,129.38,NASDAQCOM
1972-07-17,128.4,NASDAQCOM
1972-07-18,127.54,NASDAQCOM
1972-07-19,127.77,NASDAQCOM
1972-07-20,127.09,NASDAQCOM
1972-07-21,127.63,NASDAQCOM
1972-07-24,128.77,NASDAQCOM
1972-07-25,128.47,NASDAQCOM
1972-07-26,128.65,NASDAQCOM
1972-07-27,128.36,NASDAQCOM
1972-07-28,128.15,NASDAQCOM
1972-07-31,127.75,NASDAQCOM
1972-08-01,128.45,NASDAQCOM
1972-08-02,129.39,NASDAQCOM
1972-08-03,130.31,NASDAQCOM
1972-08-04,130.94,NASDAQCOM
1972-08-07,130.97,NASDAQCOM
1972-08-08,130.61,NASDAQCOM
1972-08-09,130.75,NASDAQCOM
1972-08-10,130.84,NASDAQCOM
1972-08-11,131.68,NASDAQCOM
1972-08-14,131.7,NASDAQCOM
1972-08-15,131.48,NASDAQCOM
1972-08-16,131.46,NASDAQCOM
1972-08-17,130.89,NASDAQCOM
1972-08-18,131.43,NASDAQCOM
1972-08-21,131.29,NASDAQCOM
1972-08-22,131.29,NASDAQCOM
1972-08-23,131.1,NASDAQCOM
1972-08-24,130.4,NASDAQCOM
1972-08-25,130.31,NASDAQCOM
1972-08-28,129.77,NASDAQCOM
1972-08-29,129.44,NASDAQCOM
1972-08-30,129.78,NASDAQCOM
1972-08-31,129.95,NASDAQCOM
1972-09-01,130.7,NASDAQCOM
1972-09-04,,NASDAQCOM
1972-09-05,130.33,NASDAQCOM
1972-09-06,129.63,NASDAQCOM
1972-09-07,129.21,NASDAQCOM
1972-09-08,129.13,NASDAQCOM
1972-09-11,128.26,NASDAQCOM
1972-09-12,127.18,NASDAQCOM
1972-09-13,127.51,NASDAQCOM
1972-09-14,127.58,NASDAQCOM
1972-09-15,127.67,NASDAQCOM
1972-09-18,127.61,NASDAQCOM
1972-09-19,127.42,NASDAQCOM
1972-09-20,127.51,NASDAQCOM
1972-09-21,127.3,NASDAQCOM
1972-09-22,127.46,NASDAQCOM
1972-09-25,126.82,NASDAQCOM
1972-09-26,127.07,NASDAQCOM
1972-09-27,128.55,NASDAQCOM
1972-09-28,129.13,NASDAQCOM
1972-09-29,129.61,NASDAQCOM
1972-10-02,129.3,NASDAQCOM
1972-10-03,129.48,NASDAQCOM
1972-10-04,129.29,NASDAQCOM
1972-10-05,128.01,NASDAQCOM
1972-10-06,128.13,NASDAQCOM
1972-10-09,128.51,NASDAQCOM
1972-10-10,129.02,NASDAQCOM
1972-10-11,128.57,NASDAQCOM
1972-10-12,127.87,NASDAQCOM
1972-10-13,127.19,NASDAQCOM
1972-10-16,125.87,NASDAQCOM
1972-10-17,126.43,NASDAQCOM
1972-10-18,127.05,NASDAQCOM
1972-10-19,126.91,NASDAQCOM
1972-10-20,128.0,NASDAQCOM
1972-10-23,128.66,NASDAQCOM
1972-10-24,128.91,NASDAQCOM
1972-10-25,128.89,NASDAQCOM
1972-10-26,129.37,NASDAQCOM
1972-10-27,129.53,NASDAQCOM
1972-10-30,129.46,NASDAQCOM
1972-10-31,130.24,NASDAQCOM
1972-11-01,131.59,NASDAQCOM
1972-11-02,132.12,NASDAQCOM
1972-11-03,133.34,NASDAQCOM
1972-11-06,133.58,NASDAQCOM
1972-11-07,,NASDAQCOM
1972-11-08,133.06,NASDAQCOM
1972-11-09,132.82,NASDAQCOM
1972-11-10,133.12,NASDAQCOM
1972-11-13,132.77,NASDAQCOM
1972-11-14,132.9,NASDAQCOM
1972-11-15,132.45,NASDAQCOM
1972-11-16,132.62,NASDAQCOM
1972-11-17,132.33,NASDAQCOM
1972-11-20,132.12,NASDAQCOM
1972-11-21,132.19,NASDAQCOM
1972-11-22,132.49,NASDAQCOM
1972-11-23,,NASDAQCOM
1972-11-24,133.02,NASDAQCOM
1972-11-27,132.57,NASDAQCOM
1972-11-28,132.71,NASDAQCOM
1972-11-29,132.73,NASDAQCOM
1972-11-30,132.96,NASDAQCOM
1972-12-01,133.94,NASDAQCOM
1972-12-04,134.14,NASDAQCOM
1972-12-05,134.28,NASDAQCOM
1972-12-06,134.68,NASDAQCOM
1972-12-07,135.06,NASDAQCOM
1972-12-08,135.15,NASDAQCOM
1972-12-11,134.83,NASDAQCOM
1972-12-12,134.27,NASDAQCOM
1972-12-13,133.66,NASDAQCOM
1972-12-14,133.33,NASDAQCOM
1972-12-15,133.53,NASDAQCOM
1972-12-18,132.54,NASDAQCOM
1972-12-19,132.39,NASDAQCOM
1972-12-20,131.93,NASDAQCOM
1972-12-21,131.08,NASDAQCOM
1972-12-22,131.28,NASDAQCOM
1972-12-25,,NASDAQCOM
1972-12-26,131.18,NASDAQCOM
1972-12-27,131.93,NASDAQCOM
1972-12-28,,NASDAQCOM
1972-12-29,133.73,NASDAQCOM
1973-01-01,,NASDAQCOM
1973-01-02,134.63,NASDAQCOM
1973-01-03,135.38,NASDAQCOM
1973-01-04,135.44,NASDAQCOM
1973-01-05,135.91,NASDAQCOM
1973-01-08,136.02,NASDAQCOM
1973-01-09,135.99,NASDAQCOM
1973-01-10,136.06,NASDAQCOM
1973-01-11,136.84,NASDAQCOM
1973-01-12,136.01,NASDAQCOM
1973-01-15,134.6,NASDAQCOM
1973-01-16,134.03,NASDAQCOM
1973-01-17,134.07,NASDAQCOM
1973-01-18,134.34,NASDAQCOM
1973-01-19,133.87,NASDAQCOM
1973-01-22,133.15,NASDAQCOM
1973-01-23,132.44,NASDAQCOM
1973-01-24,130.49,NASDAQCOM
1973-01-25,,NASDAQCOM
1973-01-26,129.76,NASDAQCOM
1973-01-29,128.46,NASDAQCOM
1973-01-30,128.22,NASDAQCOM
1973-01-31,128.4,NASDAQCOM
1973-02-01,126.94,NASDAQCOM
1973-02-02,126.48,NASDAQCOM
1973-02-05,126.0,NASDAQCOM
1973-02-06,126.27,NASDAQCOM
1973-02-07,124.99,NASDAQCOM
1973-02-08,123.97,NASDAQCOM
1973-02-09,125.86,NASDAQCOM
1973-02-12,126.88,NASDAQCOM
1973-02-13,127.19,NASDAQCOM
1973-02-14,125.42,NASDAQCOM
1973-02-15,124.43,NASDAQCOM
1973-02-16,124.55,NASDAQCOM
1973-02-19,,NASDAQCOM
1973-02-20,125.01,NASDAQCOM
1973-02-21,123.95,NASDAQCOM
1973-02-22,123.68,NASDAQCOM
1973-02-23,122.34,NASDAQCOM
1973-02-26,121.27,NASDAQCOM
1973-02-27,119.8,NASDAQCOM
1973-02-28,120.41,NASDAQCOM
1973-03-01,119.53,NASDAQCOM
1973-03-02,120.11,NASDAQCOM
1973-03-05,120.55,NASDAQCOM
1973-03-06,121.91,NASDAQCOM
1973-03-07,122.28,NASDAQCOM
1973-03-08,122.11,NASDAQCOM
1973-03-09,121.99,NASDAQCOM
1973-03-12,121.86,NASDAQCOM
1973-03-13,122.09,NASDAQCOM
1973-03-14,122.1,NASDAQCOM
1973-03-15,121.6,NASDAQCOM
1973-03-16,121.22,NASDAQCOM
1973-03-19,119.94,NASDAQCOM
1973-03-20,119.26,NASDAQCOM
1973-03-21,117.89,NASDAQCOM
1973-03-22,115.69,NASDAQCOM
1973-03-23,115.47,NASDAQCOM
1973-03-26,115.54,NASDAQCOM
1973-03-27,116.89,NASDAQCOM
1973-03-28,117.14,NASDAQCOM
1973-03-29,118.19,NASDAQCOM
1973-03-30,117.46,NASDAQCOM
1973-04-02,115.79,NASDAQCOM
1973-04-03,114.47,NASDAQCOM
1973-04-04,112.89,NASDAQCOM
1973-04-05,112.02,NASDAQCOM
1973-04-06,113.27,NASDAQCOM
1973-04-09,114.01,NASDAQCOM
1973-04-10,114.81,NASDAQCOM
1973-04-11,115.29,NASDAQCOM
1973-04-12,115.59,NASDAQCOM
1973-04-13,115.22,NASDAQCOM
1973-04-16,114.55,NASDAQCOM
1973-04-17,113.64,NASDAQCOM
1973-04-18,113.71,NASDAQCOM
1973-04-19,114.15,NASDAQCOM
1973-04-20,,NASDAQCOM
1973-04-23,113.02,NASDAQCOM
1973-04-24,111.23,NASDAQCOM
1973-04-25,109.37,NASDAQCOM
1973-04-26,109.72,NASDAQCOM
1973-04-27,108.4,NASDAQCOM
1973-04-30,107.85,NASDAQCOM
1973-05-01,107.96,NASDAQCOM
1973-05-02,109.05,NASDAQCOM
1973-05-03,109.81,NASDAQCOM
1973-05-04,110.89,NASDAQCOM
1973-05-07,110.48,NASDAQCOM
1973-05-08,110.67,NASDAQCOM
1973-05-09,110.54,NASDAQCOM
1973-05-10,110.32,NASDAQCOM
1973-05-11,109.1,NASDAQCOM
1973-05-14,106.46,NASDAQCOM
1973-05-15,106.14,NASDAQCOM
1973-05-16,106.1,NASDAQCOM
1973-05-17,105.19,NASDAQCOM
1973-05-18,102.89,NASDAQCOM
1973-05-21,100.76,NASDAQCOM
1973-05-22,101.59,NASDAQCOM
1973-05-23,102.09,NASDAQCOM
1973-05-24,104.27,NASDAQCOM
1973-05-25,105.17,NASDAQCOM
1973-05-28,,NASDAQCOM
1973-05-29,104.85,NASDAQCOM
1973-05-30,103.19,NASDAQCOM
1973-05-31,102.64,NASDAQCOM
1973-06-01,102.3,NASDAQCOM
1973-06-04,100.77,NASDAQCOM
1973-06-05,101.71,NASDAQCOM
1973-06-06,101.7,NASDAQCOM
1973-06-07,102.57,NASDAQCOM
1973-06-08,103.72,NASDAQCOM
1973-06-11,103.04,NASDAQCOM
1973-06-12,104.79,NASDAQCOM
1973-06-13,104.33,NASDAQCOM
1973-06-14,103.56,NASDAQCOM
1973-06-15,102.26,NASDAQCOM
1973-06-18,100.77,NASDAQCOM
1973-06-19,100.96,NASDAQCOM
1973-06-20,101.19,NASDAQCOM
1973-06-21,100.4,NASDAQCOM
1973-06-22,100.99,NASDAQCOM
1973-06-25,99.43,NASDAQCOM
1973-06-26,99.96,NASDAQCOM
1973-06-27,100.22,NASDAQCOM
1973-06-28,101.16,NASDAQCOM
1973-06-29,100.98,NASDAQCOM
1973-07-02,100.15,NASDAQCOM
1973-07-03,99.45,NASDAQCOM
1973-07-04,,NASDAQCOM
1973-07-05,99.39,NASDAQCOM
1973-07-06,99.48,NASDAQCOM
1973-07-09,100.01,NASDAQCOM
1973-07-10,101.18,NASDAQCOM
1973-07-11,102.69,NASDAQCOM
1973-07-12,103.17,NASDAQCOM
1973-07-13,103.03,NASDAQCOM
1973-07-16,103.97,NASDAQCOM
1973-07-17,104.64,NASDAQCOM
1973-07-18,105.77,NASDAQCOM
1973-07-19,106.52,NASDAQCOM
1973-07-20,107.68,NASDAQCOM
1973-07-23,107.75,NASDAQCOM
1973-07-24,108.29,NASDAQCOM
1973-07-25,109.19,NASDAQCOM
1973-07-26,109.17,NASDAQCOM
1973-07-27,109.36,NASDAQCOM
1973-07-30,108.88,NASDAQCOM
1973-07-31,108.64,NASDAQCOM
1973-08-01,107.13,NASDAQCOM
1973-08-02,106.98,NASDAQCOM
1973-08-03,106.82,NASDAQCOM
1973-08-06,107.21,NASDAQCOM
1973-08-07,107.3,NASDAQCOM
1973-08-08,106.13,NASDAQCOM
1973-08-09,106.15,NASDAQCOM
1973-08-10,105.32,NASDAQCOM
1973-08-13,104.35,NASDAQCOM
1973-08-14,103.59,NASDAQCOM
1973-08-15,103.35,NASDAQCOM
1973-08-16,103.31,NASDAQCOM
1973-08-17,103.71,NASDAQCOM
1973-08-20,102.67,NASDAQCOM
1973-08-21,102.12,NASDAQCOM
1973-08-22,101.34,NASDAQCOM
1973-08-23,102.53,NASDAQCOM
1973-08-24,102.4,NASDAQCOM
1973-08-27,102.91,NASDAQCOM
1973-08-28,102.99,NASDAQCOM
1973-08-29,103.79,NASDAQCOM
1973-08-30,103.99,NASDAQCOM
1973-08-31,104.87,NASDAQCOM
1973-09-03,,NASDAQCOM
1973-09-04,105.5,NASDAQCOM
1973-09-05,106.03,NASDAQCOM
1973-09-06,106.36,NASDAQCOM
1973-09-07,107.02,NASDAQCOM
1973-09-10,106.25,NASDAQCOM
1973-09-11,105.77,NASDAQCOM
1973-09-12,105.33,NASDAQCOM
1973-09-13,105.6,NASDAQCOM
1973-09-14,106.07,NASDAQCOM
1973-09-17,106.27,NASDAQCOM
1973-09-18,106.3,NASDAQCOM
1973-09-19,107.91,NASDAQCOM
1973-09-20,108.76,NASDAQCOM
1973-09-21,109.46,NASDAQCOM
1973-09-24,109.69,NASDAQCOM
1973-09-25,109.8,NASDAQCOM
1973-09-26,110.62,NASDAQCOM
1973-09-27,111.27,NASDAQCOM
1973-09-28,111.2,NASDAQCOM
1973-10-01,110.97,NASDAQCOM
1973-10-02,111.76,NASDAQCOM
1973-10-03,112.13,NASDAQCOM
1973-10-04,111.51,NASDAQCOM
1973-10-05,112.56,NASDAQCOM
1973-10-08,113.17,NASDAQCOM
1973-10-09,113.07,NASDAQCOM
1973-10-10,112.17,NASDAQCOM
1973-10-11,113.56,NASDAQCOM
1973-10-12,114.1,NASDAQCOM
1973-10-15,113.13,NASDAQCOM
